,Dataset,level,iteration,Method,Parameters,match_ratio,overclassification_ratio,underclassification_ratio,misclassification_ratio,mismatch_level_list
2052,F1-REF,5,1,sortmerna,1.0:0.8:3:0.8:1.0,0.14963503649635038,0.23357664233576642,0.4197080291970803,0.19708029197080293,"[106, 19, 48, 73, 92, 210, 0, 0]"
2053,F1-REF,5,1,sortmerna,1.0:0.8:3:0.9:1.0,0.14963503649635038,0.23357664233576642,0.4197080291970803,0.19708029197080293,"[106, 19, 48, 73, 92, 210, 0, 0]"
2054,F1-REF,5,1,sortmerna,1.0:0.8:5:0.8:1.0,0.16605839416058393,0.19343065693430658,0.45255474452554745,0.18795620437956204,"[84, 22, 67, 81, 97, 197, 0, 0]"
2055,F1-REF,5,1,sortmerna,1.0:0.8:5:0.9:1.0,0.16605839416058393,0.19343065693430658,0.45255474452554745,0.18795620437956204,"[84, 22, 67, 81, 97, 197, 0, 0]"
2056,F1-REF,5,1,sortmerna,1.0:0.9:1:0.8:1.0,0.0,0.20072992700729927,0.635036496350365,0.16423357664233576,"[348, 7, 27, 26, 31, 109, 0, 0]"
2057,F1-REF,5,1,sortmerna,1.0:0.9:1:0.9:1.0,0.0,0.20072992700729927,0.635036496350365,0.16423357664233576,"[348, 7, 27, 26, 31, 109, 0, 0]"
2058,F1-REF,5,1,sortmerna,1.0:0.9:3:0.8:1.0,0.03467153284671533,0.15875912408759124,0.6843065693430657,0.12226277372262774,"[324, 15, 32, 35, 36, 106, 0, 0]"
2059,F1-REF,5,1,sortmerna,1.0:0.9:3:0.9:1.0,0.03467153284671533,0.15875912408759124,0.6843065693430657,0.12226277372262774,"[324, 15, 32, 35, 36, 106, 0, 0]"
2060,F1-REF,5,1,sortmerna,1.0:0.9:5:0.8:1.0,0.041970802919708027,0.14416058394160583,0.6916058394160584,0.12226277372262774,"[310, 19, 45, 36, 36, 102, 0, 0]"
2061,F1-REF,5,1,sortmerna,1.0:0.9:5:0.9:1.0,0.041970802919708027,0.14416058394160583,0.6916058394160584,0.12226277372262774,"[310, 19, 45, 36, 36, 102, 0, 0]"
2062,F1-REF,5,1,uclust,0.51:0.8:1,0.0,0.4233576642335766,0.38321167883211676,0.19343065693430658,"[210, 3, 13, 35, 56, 231, 0, 0]"
2063,F1-REF,5,1,uclust,0.51:0.8:3,0.08576642335766424,0.3284671532846715,0.4233576642335766,0.1624087591240876,"[210, 1, 14, 35, 61, 227, 0, 0]"
2064,F1-REF,5,1,uclust,0.51:0.8:5,0.09124087591240876,0.3175182481751825,0.43613138686131386,0.1551094890510949,"[210, 1, 14, 42, 57, 224, 0, 0]"
2065,F1-REF,5,1,uclust,0.51:0.9:1,0.0,0.20802919708029197,0.6934306569343066,0.09854014598540146,"[380, 2, 5, 20, 27, 114, 0, 0]"
2066,F1-REF,5,1,uclust,0.51:0.9:3,0.021897810218978103,0.17883211678832117,0.7208029197080292,0.07846715328467153,"[380, 0, 8, 23, 27, 110, 0, 0]"
2067,F1-REF,5,1,uclust,0.51:0.9:5,0.03102189781021898,0.16970802919708028,0.718978102189781,0.08029197080291971,"[380, 0, 8, 25, 25, 110, 0, 0]"
2068,F1-REF,5,1,uclust,0.76:0.8:1,0.0,0.4233576642335766,0.38321167883211676,0.19343065693430658,"[210, 3, 13, 35, 56, 231, 0, 0]"
2069,F1-REF,5,1,uclust,0.76:0.8:3,0.14416058394160583,0.20255474452554745,0.5602189781021898,0.09306569343065693,"[210, 5, 24, 50, 69, 190, 0, 0]"
2070,F1-REF,5,1,uclust,0.76:0.8:5,0.15693430656934307,0.21897810218978103,0.5145985401459854,0.10948905109489052,"[210, 1, 17, 46, 68, 206, 0, 0]"
2071,F1-REF,5,1,uclust,0.76:0.9:1,0.0,0.20802919708029197,0.6934306569343066,0.09854014598540146,"[380, 2, 5, 20, 27, 114, 0, 0]"
2072,F1-REF,5,1,uclust,0.76:0.9:3,0.05291970802919708,0.1332116788321168,0.7536496350364964,0.060218978102189784,"[380, 4, 9, 27, 26, 102, 0, 0]"
2073,F1-REF,5,1,uclust,0.76:0.9:5,0.058394160583941604,0.13138686131386862,0.7445255474452555,0.06569343065693431,"[380, 1, 10, 29, 24, 104, 0, 0]"
2074,F1-REF,5,1,uclust,1.0:0.8:1,0.0,0.4233576642335766,0.38321167883211676,0.19343065693430658,"[210, 3, 13, 35, 56, 231, 0, 0]"
2075,F1-REF,5,1,uclust,1.0:0.8:3,0.14416058394160583,0.20255474452554745,0.5602189781021898,0.09306569343065693,"[210, 5, 24, 50, 69, 190, 0, 0]"
2076,F1-REF,5,1,uclust,1.0:0.8:5,0.16423357664233576,0.16423357664233576,0.5894160583941606,0.08211678832116788,"[210, 7, 29, 53, 69, 180, 0, 0]"
2077,F1-REF,5,1,uclust,1.0:0.9:1,0.0,0.20802919708029197,0.6934306569343066,0.09854014598540146,"[380, 2, 5, 20, 27, 114, 0, 0]"
2078,F1-REF,5,1,uclust,1.0:0.9:3,0.05291970802919708,0.1332116788321168,0.7536496350364964,0.060218978102189784,"[380, 4, 9, 27, 26, 102, 0, 0]"
2079,F1-REF,5,1,uclust,1.0:0.9:5,0.06386861313868614,0.12043795620437957,0.7591240875912408,0.05656934306569343,"[380, 4, 11, 27, 25, 101, 0, 0]"
2080,F1-REF,5,2,rdp,0.0,0.0,0.543233082706767,0.0,0.4567669172932331,"[0, 21, 38, 67, 117, 289, 0, 0]"
2081,F1-REF,5,2,rdp,0.1,0.020676691729323307,0.518796992481203,0.03571428571428571,0.424812030075188,"[0, 21, 39, 70, 115, 287, 0, 0]"
2082,F1-REF,5,2,rdp,0.2,0.046992481203007516,0.4718045112781955,0.11466165413533834,0.36654135338345867,"[0, 21, 41, 75, 119, 276, 0, 0]"
2083,F1-REF,5,2,rdp,0.3,0.07706766917293233,0.41729323308270677,0.21052631578947367,0.2951127819548872,"[0, 23, 47, 81, 118, 263, 0, 0]"
2084,F1-REF,5,2,rdp,0.4,0.11466165413533834,0.3609022556390977,0.2857142857142857,0.2387218045112782,"[0, 23, 64, 76, 116, 253, 0, 0]"
2085,F1-REF,5,2,rdp,0.5,0.14097744360902256,0.30639097744360905,0.34774436090225563,0.20488721804511278,"[0, 25, 67, 84, 118, 238, 0, 0]"
2086,F1-REF,5,2,rdp,0.6,0.15413533834586465,0.2593984962406015,0.4342105263157895,0.15225563909774437,"[0, 30, 75, 87, 120, 220, 0, 0]"
2087,F1-REF,5,2,rdp,0.7,0.15225563909774437,0.2274436090225564,0.4943609022556391,0.12593984962406016,"[0, 43, 82, 95, 110, 202, 0, 0]"
2088,F1-REF,5,2,rdp,0.8,0.15225563909774437,0.18984962406015038,0.5582706766917294,0.09962406015037593,"[0, 68, 87, 92, 103, 182, 0, 0]"
2089,F1-REF,5,2,rdp,0.9,0.15225563909774437,0.13345864661654136,0.631578947368421,0.08270676691729323,"[0, 96, 103, 88, 93, 152, 0, 0]"
2090,F1-REF,5,2,rdp,1.0,0.08646616541353383,0.06578947368421052,0.8120300751879699,0.03571428571428571,"[0, 277, 67, 52, 55, 81, 0, 0]"
2091,F1-REF,5,2,sortmerna,0.51:0.8:1:0.8:1.0,0.0,0.40225563909774437,0.29135338345864664,0.30639097744360905,"[155, 11, 31, 46, 75, 214, 0, 0]"
2092,F1-REF,5,2,sortmerna,0.51:0.8:1:0.9:1.0,0.0,0.40225563909774437,0.29135338345864664,0.30639097744360905,"[155, 11, 31, 46, 75, 214, 0, 0]"
2093,F1-REF,5,2,sortmerna,0.51:0.8:3:0.8:1.0,0.09022556390977443,0.3233082706766917,0.3007518796992481,0.2857142857142857,"[115, 13, 42, 54, 88, 220, 0, 0]"
2094,F1-REF,5,2,sortmerna,0.51:0.8:3:0.9:1.0,0.09022556390977443,0.3233082706766917,0.3007518796992481,0.2857142857142857,"[115, 13, 42, 54, 88, 220, 0, 0]"
2095,F1-REF,5,2,sortmerna,0.51:0.8:5:0.8:1.0,0.10338345864661654,0.29887218045112784,0.31390977443609025,0.28383458646616544,"[98, 12, 50, 60, 98, 214, 0, 0]"
2096,F1-REF,5,2,sortmerna,0.51:0.8:5:0.9:1.0,0.10338345864661654,0.29887218045112784,0.31390977443609025,0.28383458646616544,"[98, 12, 50, 60, 98, 214, 0, 0]"
2097,F1-REF,5,2,sortmerna,0.51:0.9:1:0.8:1.0,0.0,0.16541353383458646,0.6917293233082706,0.14285714285714285,"[368, 10, 20, 18, 28, 88, 0, 0]"
2098,F1-REF,5,2,sortmerna,0.51:0.9:1:0.9:1.0,0.0,0.16541353383458646,0.6917293233082706,0.14285714285714285,"[368, 10, 20, 18, 28, 88, 0, 0]"
2099,F1-REF,5,2,sortmerna,0.51:0.9:3:0.8:1.0,0.020676691729323307,0.16353383458646617,0.674812030075188,0.14097744360902256,"[338, 14, 33, 23, 26, 98, 0, 0]"
2100,F1-REF,5,2,sortmerna,0.51:0.9:3:0.9:1.0,0.020676691729323307,0.16353383458646617,0.674812030075188,0.14097744360902256,"[338, 14, 33, 23, 26, 98, 0, 0]"
2101,F1-REF,5,2,sortmerna,0.51:0.9:5:0.8:1.0,0.02631578947368421,0.16165413533834586,0.6597744360902256,0.15225563909774437,"[320, 15, 40, 23, 34, 100, 0, 0]"
2102,F1-REF,5,2,sortmerna,0.51:0.9:5:0.9:1.0,0.02631578947368421,0.16165413533834586,0.6597744360902256,0.15225563909774437,"[320, 15, 40, 23, 34, 100, 0, 0]"
2103,F1-REF,5,2,sortmerna,0.76:0.8:1:0.8:1.0,0.0,0.40225563909774437,0.29135338345864664,0.30639097744360905,"[155, 11, 31, 46, 75, 214, 0, 0]"
2104,F1-REF,5,2,sortmerna,0.76:0.8:1:0.9:1.0,0.0,0.40225563909774437,0.29135338345864664,0.30639097744360905,"[155, 11, 31, 46, 75, 214, 0, 0]"
2105,F1-REF,5,2,sortmerna,0.76:0.8:3:0.8:1.0,0.14097744360902256,0.22556390977443608,0.40789473684210525,0.22556390977443608,"[115, 18, 52, 63, 89, 195, 0, 0]"
2106,F1-REF,5,2,sortmerna,0.76:0.8:3:0.9:1.0,0.14097744360902256,0.22556390977443608,0.40789473684210525,0.22556390977443608,"[115, 18, 52, 63, 89, 195, 0, 0]"
2107,F1-REF,5,2,sortmerna,0.76:0.8:5:0.8:1.0,0.12593984962406016,0.22932330827067668,0.424812030075188,0.2199248120300752,"[98, 17, 58, 69, 101, 189, 0, 0]"
2108,F1-REF,5,2,sortmerna,0.76:0.8:5:0.9:1.0,0.12593984962406016,0.22932330827067668,0.424812030075188,0.2199248120300752,"[98, 17, 58, 69, 101, 189, 0, 0]"
2109,F1-REF,5,2,sortmerna,0.76:0.9:1:0.8:1.0,0.0,0.16541353383458646,0.6917293233082706,0.14285714285714285,"[368, 10, 20, 18, 28, 88, 0, 0]"
2110,F1-REF,5,2,sortmerna,0.76:0.9:1:0.9:1.0,0.0,0.16541353383458646,0.6917293233082706,0.14285714285714285,"[368, 10, 20, 18, 28, 88, 0, 0]"
2111,F1-REF,5,2,sortmerna,0.76:0.9:3:0.8:1.0,0.041353383458646614,0.13157894736842105,0.6992481203007519,0.12781954887218044,"[338, 14, 34, 28, 26, 92, 0, 0]"
2112,F1-REF,5,2,sortmerna,0.76:0.9:3:0.9:1.0,0.041353383458646614,0.13157894736842105,0.6992481203007519,0.12781954887218044,"[338, 14, 34, 28, 26, 92, 0, 0]"
2113,F1-REF,5,2,sortmerna,0.76:0.9:5:0.8:1.0,0.046992481203007516,0.13721804511278196,0.6785714285714286,0.13721804511278196,"[320, 16, 41, 24, 33, 98, 0, 0]"
2114,F1-REF,5,2,sortmerna,0.76:0.9:5:0.9:1.0,0.046992481203007516,0.13721804511278196,0.6785714285714286,0.13721804511278196,"[320, 16, 41, 24, 33, 98, 0, 0]"
2115,F1-REF,5,2,sortmerna,1.0:0.8:1:0.8:1.0,0.0,0.40225563909774437,0.29135338345864664,0.30639097744360905,"[155, 11, 31, 46, 75, 214, 0, 0]"
2116,F1-REF,5,2,sortmerna,1.0:0.8:1:0.9:1.0,0.0,0.40225563909774437,0.29135338345864664,0.30639097744360905,"[155, 11, 31, 46, 75, 214, 0, 0]"
2117,F1-REF,5,2,sortmerna,1.0:0.8:3:0.8:1.0,0.14097744360902256,0.22556390977443608,0.40789473684210525,0.22556390977443608,"[115, 18, 52, 63, 89, 195, 0, 0]"
2118,F1-REF,5,2,sortmerna,1.0:0.8:3:0.9:1.0,0.14097744360902256,0.22556390977443608,0.40789473684210525,0.22556390977443608,"[115, 18, 52, 63, 89, 195, 0, 0]"
2119,F1-REF,5,2,sortmerna,1.0:0.8:5:0.8:1.0,0.14285714285714285,0.19360902255639098,0.4548872180451128,0.20864661654135339,"[98, 22, 61, 77, 95, 179, 0, 0]"
2120,F1-REF,5,2,sortmerna,1.0:0.8:5:0.9:1.0,0.14285714285714285,0.19360902255639098,0.4548872180451128,0.20864661654135339,"[98, 22, 61, 77, 95, 179, 0, 0]"
2121,F1-REF,5,2,sortmerna,1.0:0.9:1:0.8:1.0,0.0,0.16541353383458646,0.6917293233082706,0.14285714285714285,"[368, 10, 20, 18, 28, 88, 0, 0]"
2122,F1-REF,5,2,sortmerna,1.0:0.9:1:0.9:1.0,0.0,0.16541353383458646,0.6917293233082706,0.14285714285714285,"[368, 10, 20, 18, 28, 88, 0, 0]"
2123,F1-REF,5,2,sortmerna,1.0:0.9:3:0.8:1.0,0.041353383458646614,0.13157894736842105,0.6992481203007519,0.12781954887218044,"[338, 14, 34, 28, 26, 92, 0, 0]"
2124,F1-REF,5,2,sortmerna,1.0:0.9:3:0.9:1.0,0.041353383458646614,0.13157894736842105,0.6992481203007519,0.12781954887218044,"[338, 14, 34, 28, 26, 92, 0, 0]"
2125,F1-REF,5,2,sortmerna,1.0:0.9:5:0.8:1.0,0.045112781954887216,0.13157894736842105,0.6917293233082706,0.13157894736842105,"[320, 16, 41, 29, 32, 94, 0, 0]"
2126,F1-REF,5,2,sortmerna,1.0:0.9:5:0.9:1.0,0.045112781954887216,0.13157894736842105,0.6917293233082706,0.13157894736842105,"[320, 16, 41, 29, 32, 94, 0, 0]"
2127,F1-REF,5,2,uclust,0.51:0.8:1,0.0,0.3966165413533835,0.41353383458646614,0.18984962406015038,"[220, 1, 13, 31, 56, 211, 0, 0]"
2128,F1-REF,5,2,uclust,0.51:0.8:3,0.09398496240601503,0.3026315789473684,0.45864661654135336,0.14473684210526316,"[220, 0, 12, 30, 59, 211, 0, 0]"
2129,F1-REF,5,2,uclust,0.51:0.8:5,0.12218045112781954,0.2744360902255639,0.46616541353383456,0.13721804511278196,"[220, 0, 12, 29, 60, 211, 0, 0]"
2130,F1-REF,5,2,uclust,0.51:0.9:1,0.0,0.16729323308270677,0.75,0.08270676691729323,"[399, 0, 7, 16, 21, 89, 0, 0]"
2131,F1-REF,5,2,uclust,0.51:0.9:3,0.02443609022556391,0.14473684210526316,0.7612781954887218,0.06954887218045112,"[399, 0, 6, 17, 20, 90, 0, 0]"
2132,F1-REF,5,2,uclust,0.51:0.9:5,0.022556390977443608,0.14473684210526316,0.7650375939849624,0.06766917293233082,"[399, 0, 6, 17, 21, 89, 0, 0]"
2133,F1-REF,5,2,uclust,0.76:0.8:1,0.0,0.3966165413533835,0.41353383458646614,0.18984962406015038,"[220, 1, 13, 31, 56, 211, 0, 0]"
2134,F1-REF,5,2,uclust,0.76:0.8:3,0.16917293233082706,0.17481203007518797,0.5507518796992481,0.10526315789473684,"[220, 2, 18, 38, 71, 183, 0, 0]"
2135,F1-REF,5,2,uclust,0.76:0.8:5,0.15037593984962405,0.20300751879699247,0.5413533834586466,0.10526315789473684,"[220, 0, 16, 35, 73, 188, 0, 0]"
2136,F1-REF,5,2,uclust,0.76:0.9:1,0.0,0.16729323308270677,0.75,0.08270676691729323,"[399, 0, 7, 16, 21, 89, 0, 0]"
2137,F1-REF,5,2,uclust,0.76:0.9:3,0.05263157894736842,0.10714285714285714,0.7744360902255639,0.06578947368421052,"[399, 0, 9, 19, 20, 85, 0, 0]"
2138,F1-REF,5,2,uclust,0.76:0.9:5,0.045112781954887216,0.11842105263157894,0.7706766917293233,0.06578947368421052,"[399, 0, 8, 17, 21, 87, 0, 0]"
2139,F1-REF,5,2,uclust,1.0:0.8:1,0.0,0.3966165413533835,0.41353383458646614,0.18984962406015038,"[220, 1, 13, 31, 56, 211, 0, 0]"
2140,F1-REF,5,2,uclust,1.0:0.8:3,0.16917293233082706,0.17481203007518797,0.5507518796992481,0.10526315789473684,"[220, 2, 18, 38, 71, 183, 0, 0]"
2141,F1-REF,5,2,uclust,1.0:0.8:5,0.16541353383458646,0.15413533834586465,0.5883458646616542,0.09210526315789473,"[220, 3, 21, 39, 79, 170, 0, 0]"
2142,F1-REF,5,2,uclust,1.0:0.9:1,0.0,0.16729323308270677,0.75,0.08270676691729323,"[399, 0, 7, 16, 21, 89, 0, 0]"
2143,F1-REF,5,2,uclust,1.0:0.9:3,0.05263157894736842,0.10714285714285714,0.7744360902255639,0.06578947368421052,"[399, 0, 9, 19, 20, 85, 0, 0]"
2144,F1-REF,5,2,uclust,1.0:0.9:5,0.05451127819548872,0.10338345864661654,0.7781954887218046,0.06390977443609022,"[399, 0, 9, 19, 21, 84, 0, 0]"
2145,F1-REF,6,0,rdp,0.0,0.0,0.6702258726899384,0.0,0.3297741273100616,"[0, 24, 42, 81, 168, 488, 1632, 0]"
2146,F1-REF,6,0,rdp,0.1,0.01190965092402464,0.653388090349076,0.014373716632443531,0.3203285420944558,"[0, 24, 44, 83, 171, 493, 1620, 0]"
2147,F1-REF,6,0,rdp,0.2,0.04722792607802875,0.6102669404517453,0.05215605749486653,0.29034907597535936,"[0, 25, 53, 86, 176, 494, 1601, 0]"
2148,F1-REF,6,0,rdp,0.3,0.09034907597535935,0.5527720739219713,0.10143737166324435,0.25544147843942505,"[0, 26, 64, 99, 180, 500, 1566, 0]"
2149,F1-REF,6,0,rdp,0.4,0.14496919917864476,0.4809034907597536,0.1515400410677618,0.22258726899383985,"[0, 28, 85, 104, 198, 496, 1524, 0]"
2150,F1-REF,6,0,rdp,0.5,0.19671457905544149,0.40739219712525665,0.20123203285420946,0.1946611909650924,"[0, 32, 99, 119, 202, 512, 1471, 0]"
2151,F1-REF,6,0,rdp,0.6,0.2373716632443532,0.33634496919917867,0.2648870636550308,0.16139630390143736,"[0, 44, 118, 128, 214, 534, 1397, 0]"
2152,F1-REF,6,0,rdp,0.7,0.2669404517453799,0.2788501026694045,0.3190965092402464,0.1351129363449692,"[0, 63, 132, 140, 224, 547, 1329, 0]"
2153,F1-REF,6,0,rdp,0.8,0.27392197125256673,0.2295687885010267,0.3909650924024641,0.1055441478439425,"[0, 101, 150, 156, 252, 550, 1226, 0]"
2154,F1-REF,6,0,rdp,0.9,0.26899383983572894,0.1753593429158111,0.47392197125256674,0.08172484599589322,"[0, 181, 177, 174, 254, 567, 1082, 0]"
2155,F1-REF,6,0,rdp,1.0,0.188911704312115,0.08418891170431211,0.6944558521560575,0.0324435318275154,"[0, 621, 218, 193, 248, 490, 665, 0]"
2156,F1-REF,6,0,sortmerna,0.51:0.8:1:0.8:1.0,0.0,0.6032854209445585,0.13182751540041068,0.2648870636550308,"[321, 10, 50, 50, 124, 411, 1469, 0]"
2157,F1-REF,6,0,sortmerna,0.51:0.8:1:0.9:1.0,0.0,0.6032854209445585,0.13182751540041068,0.2648870636550308,"[321, 10, 50, 50, 124, 411, 1469, 0]"
2158,F1-REF,6,0,sortmerna,0.51:0.8:3:0.8:1.0,0.33429158110882956,0.22874743326488706,0.21560574948665298,0.2213552361396304,"[238, 17, 62, 87, 171, 489, 1371, 0]"
2159,F1-REF,6,0,sortmerna,0.51:0.8:3:0.9:1.0,0.33429158110882956,0.22874743326488706,0.21560574948665298,0.2213552361396304,"[238, 17, 62, 87, 171, 489, 1371, 0]"
2160,F1-REF,6,0,sortmerna,0.51:0.8:5:0.8:1.0,0.3650924024640657,0.18234086242299793,0.24517453798767966,0.20739219712525667,"[198, 23, 70, 108, 201, 502, 1333, 0]"
2161,F1-REF,6,0,sortmerna,0.51:0.8:5:0.9:1.0,0.3650924024640657,0.18234086242299793,0.24517453798767966,0.20739219712525667,"[198, 23, 70, 108, 201, 502, 1333, 0]"
2162,F1-REF,6,0,sortmerna,0.51:0.9:1:0.8:1.0,0.0,0.4,0.4513347022587269,0.1486652977412731,"[1099, 9, 31, 20, 65, 237, 974, 0]"
2163,F1-REF,6,0,sortmerna,0.51:0.9:1:0.9:1.0,0.0,0.4,0.4513347022587269,0.1486652977412731,"[1099, 9, 31, 20, 65, 237, 974, 0]"
2164,F1-REF,6,0,sortmerna,0.51:0.9:3:0.8:1.0,0.1868583162217659,0.2131416837782341,0.46611909650924027,0.13388090349075976,"[1021, 16, 43, 34, 83, 264, 974, 0]"
2165,F1-REF,6,0,sortmerna,0.51:0.9:3:0.9:1.0,0.1868583162217659,0.2131416837782341,0.46611909650924027,0.13388090349075976,"[1021, 16, 43, 34, 83, 264, 974, 0]"
2166,F1-REF,6,0,sortmerna,0.51:0.9:5:0.8:1.0,0.19917864476386038,0.20123203285420946,0.4591375770020534,0.14045174537987679,"[966, 22, 56, 48, 92, 276, 975, 0]"
2167,F1-REF,6,0,sortmerna,0.51:0.9:5:0.9:1.0,0.19917864476386038,0.20123203285420946,0.4591375770020534,0.14045174537987679,"[966, 22, 56, 48, 92, 276, 975, 0]"
2168,F1-REF,6,0,sortmerna,0.76:0.8:1:0.8:1.0,0.0,0.6032854209445585,0.13182751540041068,0.2648870636550308,"[321, 10, 50, 50, 124, 411, 1469, 0]"
2169,F1-REF,6,0,sortmerna,0.76:0.8:1:0.9:1.0,0.0,0.6032854209445585,0.13182751540041068,0.2648870636550308,"[321, 10, 50, 50, 124, 411, 1469, 0]"
2170,F1-REF,6,0,sortmerna,0.76:0.8:3:0.8:1.0,0.33798767967145793,0.13963039014373715,0.38809034907597534,0.13429158110882958,"[238, 22, 85, 117, 223, 587, 1163, 0]"
2171,F1-REF,6,0,sortmerna,0.76:0.8:3:0.9:1.0,0.33798767967145793,0.13963039014373715,0.38809034907597534,0.13429158110882958,"[238, 22, 85, 117, 223, 587, 1163, 0]"
2172,F1-REF,6,0,sortmerna,0.76:0.8:5:0.8:1.0,0.3408624229979466,0.13018480492813142,0.39342915811088297,0.13552361396303902,"[198, 30, 90, 146, 252, 572, 1147, 0]"
2173,F1-REF,6,0,sortmerna,0.76:0.8:5:0.9:1.0,0.3408624229979466,0.13018480492813142,0.39342915811088297,0.13552361396303902,"[198, 30, 90, 146, 252, 572, 1147, 0]"
2174,F1-REF,6,0,sortmerna,0.76:0.9:1:0.8:1.0,0.0,0.4,0.4513347022587269,0.1486652977412731,"[1099, 9, 31, 20, 65, 237, 974, 0]"
2175,F1-REF,6,0,sortmerna,0.76:0.9:1:0.9:1.0,0.0,0.4,0.4513347022587269,0.1486652977412731,"[1099, 9, 31, 20, 65, 237, 974, 0]"
2176,F1-REF,6,0,sortmerna,0.76:0.9:3:0.8:1.0,0.19589322381930185,0.17125256673511294,0.5252566735112937,0.10759753593429158,"[1021, 17, 49, 48, 89, 317, 894, 0]"
2177,F1-REF,6,0,sortmerna,0.76:0.9:3:0.9:1.0,0.19589322381930185,0.17125256673511294,0.5252566735112937,0.10759753593429158,"[1021, 17, 49, 48, 89, 317, 894, 0]"
2178,F1-REF,6,0,sortmerna,0.76:0.9:5:0.8:1.0,0.2028747433264887,0.16960985626283367,0.5129363449691992,0.11457905544147844,"[966, 25, 63, 55, 98, 321, 907, 0]"
2179,F1-REF,6,0,sortmerna,0.76:0.9:5:0.9:1.0,0.2028747433264887,0.16960985626283367,0.5129363449691992,0.11457905544147844,"[966, 25, 63, 55, 98, 321, 907, 0]"
2180,F1-REF,6,0,sortmerna,1.0:0.8:1:0.8:1.0,0.0,0.6032854209445585,0.13182751540041068,0.2648870636550308,"[321, 10, 50, 50, 124, 411, 1469, 0]"
2181,F1-REF,6,0,sortmerna,1.0:0.8:1:0.9:1.0,0.0,0.6032854209445585,0.13182751540041068,0.2648870636550308,"[321, 10, 50, 50, 124, 411, 1469, 0]"
2182,F1-REF,6,0,sortmerna,1.0:0.8:3:0.8:1.0,0.33798767967145793,0.13963039014373715,0.38809034907597534,0.13429158110882958,"[238, 22, 85, 117, 223, 587, 1163, 0]"
2183,F1-REF,6,0,sortmerna,1.0:0.8:3:0.9:1.0,0.33798767967145793,0.13963039014373715,0.38809034907597534,0.13429158110882958,"[238, 22, 85, 117, 223, 587, 1163, 0]"
2184,F1-REF,6,0,sortmerna,1.0:0.8:5:0.8:1.0,0.3141683778234086,0.12238193018480492,0.45010266940451743,0.11334702258726899,"[198, 34, 112, 163, 275, 590, 1063, 0]"
2185,F1-REF,6,0,sortmerna,1.0:0.8:5:0.9:1.0,0.3141683778234086,0.12238193018480492,0.45010266940451743,0.11334702258726899,"[198, 34, 112, 163, 275, 590, 1063, 0]"
2186,F1-REF,6,0,sortmerna,1.0:0.9:1:0.8:1.0,0.0,0.4,0.4513347022587269,0.1486652977412731,"[1099, 9, 31, 20, 65, 237, 974, 0]"
2187,F1-REF,6,0,sortmerna,1.0:0.9:1:0.9:1.0,0.0,0.4,0.4513347022587269,0.1486652977412731,"[1099, 9, 31, 20, 65, 237, 974, 0]"
2188,F1-REF,6,0,sortmerna,1.0:0.9:3:0.8:1.0,0.19589322381930185,0.17125256673511294,0.5252566735112937,0.10759753593429158,"[1021, 17, 49, 48, 89, 317, 894, 0]"
2189,F1-REF,6,0,sortmerna,1.0:0.9:3:0.9:1.0,0.19589322381930185,0.17125256673511294,0.5252566735112937,0.10759753593429158,"[1021, 17, 49, 48, 89, 317, 894, 0]"
2190,F1-REF,6,0,sortmerna,1.0:0.9:5:0.8:1.0,0.1917864476386037,0.16632443531827515,0.5338809034907598,0.1080082135523614,"[966, 26, 68, 64, 98, 341, 872, 0]"
2191,F1-REF,6,0,sortmerna,1.0:0.9:5:0.9:1.0,0.1917864476386037,0.16632443531827515,0.5338809034907598,0.1080082135523614,"[966, 26, 68, 64, 98, 341, 872, 0]"
2192,F1-REF,6,0,uclust,0.51:0.8:1,0.0,0.5831622176591376,0.1753593429158111,0.24147843942505134,"[427, 8, 26, 45, 110, 399, 1420, 0]"
2193,F1-REF,6,0,uclust,0.51:0.8:3,0.3375770020533881,0.22299794661190966,0.26036960985626284,0.17905544147843944,"[427, 6, 16, 44, 127, 450, 1365, 0]"
2194,F1-REF,6,0,uclust,0.51:0.8:5,0.39589322381930186,0.14907597535934292,0.2924024640657084,0.1626283367556468,"[427, 6, 17, 47, 141, 470, 1327, 0]"
2195,F1-REF,6,0,uclust,0.51:0.9:1,0.0,0.4086242299794661,0.4492813141683778,0.14209445585215605,"[1094, 4, 14, 17, 54, 257, 995, 0]"
2196,F1-REF,6,0,uclust,0.51:0.9:3,0.2028747433264887,0.20164271047227927,0.4887063655030801,0.10677618069815195,"[1094, 3, 8, 16, 63, 266, 985, 0]"
2197,F1-REF,6,0,uclust,0.51:0.9:5,0.22874743326488706,0.17084188911704312,0.5014373716632443,0.09897330595482547,"[1094, 3, 8, 18, 62, 277, 973, 0]"
2198,F1-REF,6,0,uclust,0.76:0.8:1,0.0,0.5831622176591376,0.1753593429158111,0.24147843942505134,"[427, 8, 26, 45, 110, 399, 1420, 0]"
2199,F1-REF,6,0,uclust,0.76:0.8:3,0.3433264887063655,0.10143737166324435,0.46529774127310064,0.08993839835728953,"[427, 11, 46, 89, 199, 580, 1083, 0]"
2200,F1-REF,6,0,uclust,0.76:0.8:5,0.362217659137577,0.10061601642710473,0.437782340862423,0.09938398357289528,"[427, 7, 27, 72, 178, 597, 1127, 0]"
